brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,date,location,link,description,parse_date
Citroen,Berlingo,Минивэн,Белый,Бензин,2002.0,266000.0,Механика,75.0,330000,1.4 MT MSP,TU3JP,1.4 LTR,2023-04-21 00:00:00,Сегежа,https://segezha.drom.ru/citroen/berlingo/50628927.html,"продам Ситроен Берлинго новая подвеска ГРМ, акамулятор, новый ручник всё держит магнитола сигнализация 2 брелка 2 комплекта резины летняя новая гбо на 54 литра",2023-05-19 21:00:00
Nissan,Primera,Седан,Черный,Бензин,2002.0,210000.0,Механика,109.0,270000,1.6 MT Elegance,QG16DE,1.6 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/nissan/primera/50242646.html,"Примера в хорошем состоянии, вывезена из Финляндии. По технике все отлично, почти максимальная комплектация: все стекло подъёмники, подогрев сидений, штатная камера заднего вида, климат контроль, абс, мультируль, кондей, мультимедиа. По подвеске без нареканий. Косяки по кузову. Салон в отличном состоянии, новый аккумулятор, новая зимняя резина нордман (покупал за 28 тр в этом сезоне) Начала вылетать 5 передача от того и цена. По всем вопросам лучше писать в сообщения.",2023-05-16 22:00:00
Skoda,Fabia,Хэтчбек 5 дв.,Черный,Бензин,2007.0,250000.0,Механика,86.0,250000,1.4 MT Ambiente,CGGB; BXW,1.4 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/skoda/fabia/50640832.html,Автомобиль в среднем состоянии.,2023-05-20 11:00:00
Toyota,RAV4,Джип 5 дв.,Серый,Бензин,2005.0,190000.0,АКПП,166.0,940000,2.4 AT Sport 5 мест,2AZ-FE,2.4 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/rav4/50242887.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-06 12:00:00
Ford,Mondeo,Седан,Серебристый,Бензин,2010.0,243000.0,Механика,145.0,800000,2.0 MT Trend ,"AOBC, AOBA, TBBA",2.0 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/ford/mondeo/50241770.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-20 11:00:00
Ford,Mondeo,Седан,Серебристый,Бензин,2010.0,243000.0,Механика,145.0,750000,2.0 MT Trend ,"AOBC, AOBA, TBBA",2.0 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/ford/mondeo/50241770.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-06 12:00:00
Toyota,RAV4,Джип 5 дв.,Серый,Бензин,2005.0,190000.0,АКПП,166.0,900000,2.4 AT Sport 5 мест,2AZ-FE,2.4 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/rav4/50242887.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-20 11:00:00
Ford,Mondeo,Седан,Серебристый,Бензин,2010.0,243000.0,Механика,145.0,860000,2.0 MT Trend ,"AOBC, AOBA, TBBA",2.0 LTR,2023-04-22 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/ford/mondeo/50241770.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-21 11:00:00
Skoda,Fabia,Хэтчбек 5 дв.,Голубой,Бензин,2010.0,120000.0,Механика,70.0,560000,1.2 MT Ambition,BZG,1.2 LTR,2023-04-23 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/skoda/fabia/46289500.html,ПТС оригинал 2 хозяина эксплуатация с 28.11.2013 года.,2023-05-02 14:00:00
Opel,Zafira,Минивэн,Бежевый,Бензин,2011.0,179000.0,Механика,140.0,730000,1.8 MT Family,"A18XER, Z18XER",1.8 LTR,2023-04-23 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/opel/zafira/50256365.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-02 14:00:00
Chevrolet,Lacetti,Седан,Серебристый,Бензин,2004.0,145000.0,Механика,95.0,315000,1.4 MT Plus,F14D3,1.4 LTR,2023-04-23 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/chevrolet/lacetti/48289688.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-02 14:00:00
Лада,2114 Самара,Хэтчбек 5 дв.,Серебристый,Бензин,2003.0,140000.0,Механика,77.0,75000,1.5 MT Базовая,ВАЗ-2111,1.5 LTR,2023-04-23 00:00:00,Сортавала,https://sortavala.drom.ru/lada/2114/50253114.html,"Авто полностью на ходу. Дно нуждается во внимание, все силовые элементы заваренны. Из нового:стартер, помпа, ремень ГРМ, фильтра, бензонасос и много чего ещё по мелочи. Пишите отправлю фото по запросу. Обмен возможен.",2023-05-15 14:00:00
Лада,2115 Самара,Седан,Зеленый,Бензин,2000.0,170000.0,Механика,70.0,90000,1.5 MT Базовая,ВАЗ-21083,1.5 LTR,2023-04-24 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/lada/2115/50665530.html,Ресничек нет уже на лети диски другие по лучше сел поехал правдо гремит подвеску смотреть надо,2023-05-19 22:00:00
Toyota,Camry,Седан,Черный,Бензин,2006.0,129000.0,Механика,167.0,770000,2.4 MT Comfort,2AZ-FE,2.4 LTR,2023-04-24 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/camry/50662624.html,"Хорошее состояние, полностью обслужена.торг есть.перебра полностью передняя подвеска, заменён рулевой кордан, заменена прокладка клапанной крышки. Много чего сделано и заменено.",2023-05-10 01:00:00
Skoda,Octavia,Лифтбек,Серебристый,Бензин,2013.0,222000.0,Механика,180.0,950000,1.8 TSI MT Elegance ,CJSA,1.8 LTR,2023-04-24 00:00:00,Сегежа,https://segezha.drom.ru/skoda/octavia/50270793.html,"Продам Skoda Octavia a7. Максимальная комплектация: би-ксеноновая адаптивная оптика, салон(ткань-кожа), мультимедия: с блютуз, USB, GPS навигатор. Аудио система HARMAN KARDON. Подогрев передних и задних сидений, подогрев лобового стекла. Розетка на 220в. Цепь ГРМ поменяна на 190т.км. По кузову имеются сколы соразмерно году выпуска и пробегу.",2023-05-07 16:00:00
Mazda,Mazda6,Седан,Серый,Бензин,2005.0,350000.0,Механика,120.0,320000,1.8 MT Base,L813,1.8 LTR,2023-04-24 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/mazda/mazda6/50665659.html,"Породам Mazda 6, 2006 года выпуска в эксплуатации с 2007 года. Состояние хорошее , сел и поехал. Был капитальный ремонт двигателя, после этого проехал уже 20000тыс. Масло не ест. Коробка работает ровно. Стеклоподъемники , подогрев сидений , 6 подушек безопасности , лифт руля , подогрев зеркал и заднего стекла, мультируль, а так же система антизаноса и ABC.",2023-05-09 13:00:00
Skoda,Octavia,Лифтбек,Серый,Бензин,2018.0,38000.0,АКПП,110.0,1750000,1.6 MPI AT Hockey Edition,CWVA,1.6 LTR,2023-04-24 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/skoda/octavia/49825514.html,Состояние нового авто.,2023-05-10 01:00:00
Kia,Rio,Седан,Оранжевый,Бензин,2017.0,46000.0,Механика,123.0,1120000,1.6 MT Comfort,G4FG,1.6 LTR,2023-04-24 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/kia/rio/49317285.html,"Один хозяин, 2018 г выпуска, по факту куплена в 2019 году в марте обслуживание у официального дилера, пробег родной на гарантии, установлена сигнализация с автозапуском,2 комплекта резины зима на штампованных дисках а лето как на фото на литых.Торг.",2023-05-07 16:00:00
Toyota,Avensis,Лифтбек,Зеленый,Бензин,2000.0,420000.0,Механика,150.0,260000,2.0 D-4 MT Linea Sol,1AZ-FSE,2.0 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/avensis/44869244.html,"авто в хорошем состоянии. 2 недели назад переварены пороги, заменено сцепление. Поменяны суппорта. Сел и поехал.",2023-05-24 13:00:00
Лада,Калина,Универсал,Серебристый,Бензин,2007.0,134000.0,Механика,80.0,150000,1.6 MT Норма 11173-40-044,ВАЗ-11183,1.6 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/lada/kalina/50678143.html,"Продам калину в хорошем состоянии.По технике все отлично,не гремит,двигатель не дымит масло не жрет,коробка не хрустит,печка греет,свет светит,полезли крылья,по днищу крепкая дыр нет.Два комплекта резины",2023-05-15 21:00:00
Лада,2114 Самара,Хэтчбек 5 дв.,Черный,Бензин,2003.0,160000.0,Механика,77.0,145000,1.5 MT Базовая,ВАЗ-2111,1.5 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/lada/2114/50676773.html,"Продам ваз 2114 в хорошем состоянии, по технике проблем нет сел поехал, двигатель работает ровно масло не ест, авто на учёте на мне, есть техосмотр до 24 года, находится в Медвежьегорском районе, на выходных будет в птз, пишите потому что телефон не доступен.",2023-05-03 00:00:00
Ford,Escort,Седан,Белый,Бензин,1995.0,200000.0,Механика,90.0,150000,1.6 MT Encore,LUK; L1E; L1K,1.6 LTR,2023-04-25 00:00:00,Кондопога,https://kondopoga.drom.ru/ford/escort/50675072.html,"с двигателем, коробкой и подвеской проблем нет, нужно заниматься кузовом документы чистые торг.",2023-05-03 00:00:00
Toyota,Avensis,Лифтбек,Зеленый,Бензин,2000.0,420000.0,Механика,150.0,250000,2.0 D-4 MT Linea Sol,1AZ-FSE,2.0 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/avensis/44869244.html,"авто в хорошем состоянии. 2 недели назад переварены пороги, заменено сцепление. Поменяны суппорта. Сел и поехал.",2023-05-05 17:00:00
УАЗ,Патриот,Джип 5 дв.,Зеленый,Бензин,2012.0,79000.0,Механика,128.0,650000,2.7 MT Limited,ЗМЗ-40905,2.7 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/uaz/patriot/50673062.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-03 00:00:00
Лада,Гранта,Седан,Красный,Бензин,2011.0,30000.0,Механика,87.0,500000,1.6 MT Норма 711,"ВАЗ-21116, ВАЗ-11186",1.6 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/lada/granta/50678089.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-03 00:00:00
Toyota,Avensis,Лифтбек,Зеленый,Бензин,2000.0,420000.0,Механика,150.0,285000,2.0 D-4 MT Linea Sol,1AZ-FSE,2.0 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/toyota/avensis/44869244.html,"авто в хорошем состоянии. 2 недели назад переварены пороги, заменено сцепление. Поменяны суппорта. Сел и поехал.",2023-05-03 00:00:00
Лада,Гранта,Седан,Красный,Бензин,2011.0,30000.0,Механика,87.0,490000,1.6 MT Норма 711,"ВАЗ-21116, ВАЗ-11186",1.6 LTR,2023-04-25 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/lada/granta/50678089.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-16 11:00:00
Chery,Tiggo T11,Джип 5 дв.,Серебристый,Бензин,2005.0,215000.0,Механика,129.0,250000,2.4 MT Luxury,4G64,2.4 LTR,2023-04-26 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/chery/tiggo/50683398.html,"Двигатель заводится без проблем работает ровно, но появился стук, мастера на 90% уверены что палец в одном из цилиндров.Переварены пороги, заменён передний подрамник, ГРМ но вый. Торг",2023-05-04 21:00:00
УАЗ,Патриот,Джип 5 дв.,Синий,Дизель,2008.0,158000.0,Механика,116.0,645000,2.3 D MT Comfort,IVECO F1A,2.3 LTR,2023-04-26 00:00:00,Петрозаводск,https://petrozavodsk.drom.ru/uaz/patriot/50689602.html,"Добро пожаловать к дилеру АВТО ДОМ. Данный автомобиль прошел полную юридическую ""ГИБДД,ФНП,ФССП"" и техническую проверку. гарантируем максимально прозрачную сделку, готовы на любые юридические и технические проверки. автомобиль и весь пакет документов в наличии. 99% автомобили с trade-in от официальных дилеров. действует программа утилизации на Б/У автомобили, сдавая свой старый автомобиль получите скидку до 50.000 рублей на любой понравившийся автомобиль из нашего автосалона. действует программа trade-in ""обмен"" как с вашей доплатой так и с нашей в зависимости от вашего авто. потребительский и авто кредит на лучших условиях. преимущества приобретение авто или потребительского кредита в нашем автосалоне: приобретение в кредит по двум документам за ЧАС, с минимальными требованиями к заемщику. первоначальный взнос 0% сумма кредита от 10.000 до 3.000.000 рублей. срок кредита от 1 месяца до 7 лет. более 10 банк партнеров. без справок и поручителей. без скрытых комиссий. досрочная погашение без штрафов и комиссий. Так же возможен обмен автомобиля на дом, квартиру, долю в недвижимости, дачу, земельный участок, гараж. Рассмотрим любое предложение индивидуально. Рассматриваем только в Республике Карелия. в нашем автосалоне вы всегда найдёте подходящий автомобиль в достойном состояние и по хорошей цене. а так-же по указанному номера телефона можете записаться в удобное рабочее время на бесплатный тест-драйв. наша информация всегда достоверная без всяких заманчивых предложений. год автомобиля всегда соотвествует с ПТС. всегда большой ассортимент разных автомобилей. ""автосалон АВТО ДОМ"" находится по адресу: улица новосулажгорская дом 20. режим работы с 10:00 до 20:00 ежедневно. наши менеджеры готовы всегда ответить на любой ваш вопрос.",2023-05-04 21:00:00
